Tue Jan 22 21:10:00 BDT 2019
TimeStramp,ECG,SpO2,Respiration
21:10:06,-786.432,616.0,97.0
21:10:06,-131.072,616.0,97.0
21:10:06,-1769.471,616.0,97.0
21:10:06,-786.43,616.0,97.0
21:10:06,-1376.254,616.0,97.0
21:10:06,-2031.614,616.0,97.0
21:10:06,-655.358,616.0,97.0
21:10:06,-2228.223,648.0,92.0
21:10:06,-1114.11,648.0,92.0
21:10:06,-1114.109,648.0,92.0
21:10:06,-1572.863,648.0,92.0
21:10:06,-131.071,648.0,92.0
21:10:06,-1310.717,648.0,92.0
21:10:06,786.432,648.0,92.0
21:10:06,1572.864,648.0,92.0
21:10:06,-262.141,648.0,92.0
21:10:06,-1245.184,648.0,92.0
21:10:06,-4718.592,648.0,92.0
21:10:06,-2359.293,648.0,92.0
21:10:06,-2228.222,648.0,92.0
21:10:06,-327.679,648.0,92.0
21:10:06,-1703.933,648.0,92.0
21:10:06,-786.431,648.0,92.0
21:10:06,-393.216,648.0,92.0
21:10:06,-1310.717,648.0,92.0
21:10:06,393.219,648.0,92.0
21:10:06,-786.432,648.0,92.0
21:10:06,-196.607,648.0,92.0
21:10:06,-65.534,648.0,92.0
21:10:06,-1376.253,648.0,92.0
21:10:06,65.537,648.0,92.0
21:10:06,-1179.647,648.0,92.0
21:10:06,-393.213,648.0,92.0
21:10:06,393.218,648.0,92.0
21:10:06,-851.966,648.0,92.0
21:10:06,786.432,648.0,92.0
21:10:06,524.289,648.0,92.0
21:10:06,1310.722,648.0,92.0
21:10:06,-196.605,648.0,92.0
21:10:06,1048.577,648.0,92.0
21:10:06,-327.678,648.0,92.0
21:10:06,-327.678,648.0,92.0
21:10:06,65.536,648.0,92.0
21:10:06,-1703.933,648.0,92.0
21:10:06,-393.216,648.0,92.0
21:10:06,-1703.935,648.0,92.0
21:10:06,-1769.47,648.0,92.0
21:10:06,-1048.573,648.0,92.0
21:10:06,-2424.829,648.0,92.0
21:10:06,-720.895,648.0,92.0
21:10:06,-1572.861,648.0,92.0
21:10:06,-1507.326,648.0,92.0
21:10:06,-589.824,648.0,92.0
21:10:06,-589.824,648.0,92.0
21:10:06,-1638.398,648.0,92.0
21:10:06,-1900.541,648.0,92.0
21:10:06,-917.503,648.0,92.0
21:10:06,-2293.758,648.0,92.0
21:10:06,-720.895,648.0,92.0
21:10:06,-1572.862,648.0,92.0
21:10:06,-1966.08,648.0,92.0
21:10:06,-851.967,648.0,92.0
21:10:06,-2162.688,648.0,92.0
21:10:06,-786.431,648.0,92.0
21:10:06,-1245.182,648.0,92.0
21:10:06,-1441.79,648.0,92.0
21:10:06,-131.069,648.0,92.0
21:10:07,-1703.936,648.0,92.0
21:10:07,-720.895,648.0,92.0
21:10:07,-1441.789,648.0,92.0
21:10:07,-1900.542,648.0,92.0
21:10:07,-2097.149,648.0,92.0
21:10:07,-851.967,648.0,92.0
21:10:07,-1245.184,648.0,92.0
21:10:07,-1900.543,648.0,92.0
21:10:07,-458.75,648.0,92.0
21:10:07,-1900.543,648.0,92.0
21:10:07,-851.966,648.0,92.0
21:10:07,-917.504,648.0,92.0
21:10:07,-1572.864,648.0,92.0
21:10:07,-196.606,648.0,92.0
21:10:07,-1769.471,648.0,92.0
21:10:07,-1048.573,608.0,98.0
21:10:07,-1310.72,608.0,98.0
21:10:07,-1703.936,608.0,98.0
21:10:07,786.432,608.0,98.0
21:10:07,131.074,608.0,98.0
21:10:07,524.29,608.0,98.0
21:10:07,-4587.517,608.0,98.0
21:10:07,-3473.407,608.0,98.0
21:10:07,-3538.944,608.0,98.0
21:10:07,-1310.717,608.0,98.0
21:10:07,-262.143,608.0,98.0
21:10:07,-1179.648,608
